"route","day","tonnes"
"605 Route 5A (NEW)","2018-06-09",4.46
"603 Route 3A (NEW)","2018-06-10",4.72
"604 Route 4A (NEW)","2018-06-11",9.4
"189 Missed Bins","2018-04-03",0.2
"604 Route 4A (NEW)","2018-04-03",2.2
"604 Route 4A (NEW)","2018-04-04",1.7
"601 Route 1A (NEW)","2018-04-17",3.4
"604 Route 4A (NEW)","2018-04-17",4.5
"605 Route 5A (NEW)","2018-04-22",1.18
"601 Route 1A (NEW)","2018-05-05",0.96
"603 Route 3A (NEW)","2018-06-03",0.44
"601 Route 1A (NEW)","2018-05-23",6.18
"502 Route 2 (NEW)","2018-03-29",5.72
"501 Route 1 (NEW)","2018-04-10",7.4
"502 Route 2 (NEW)","2018-04-13",8.92
"506 Route 6 (NEW)","2018-04-15",2.78
"501 Route 1 (NEW)","2018-04-25",20.5
"503 Route 3 (NEW)","2018-04-28",8.34
"501 Route 1 (NEW)","2018-05-11",16.26
"504 Route 4 (NEW )","2018-06-08",27.22
"507 Route 7 (NEW )","2018-06-15",3.36
"501 Route 1 (NEW)","2018-06-30",8.0
"501 Route 1 (NEW)","2018-07-25",16.92
"506 Route 6 (NEW)","2018-08-02",4.98
"505 Route 5 (NEW)","2018-08-08",4.58
"507 Route 7 (NEW )","2018-08-12",2.94
"603 Route 3A (NEW)","2018-07-04",8.78
"603 Route 3A (NEW)","2018-08-01",4.0
"606 Route 6A  (NEW)","2018-08-02",2.54
"606 Route 6A  (NEW)","2018-08-05",0.5
"602 Route 2A (NEW)","2018-06-12",1.98
"604 Route 4A (NEW)","2018-06-16",1.62
"604 Route 4A (NEW)","2018-06-17",1.6
"606 Route 6A  (NEW)","2018-06-17",0.36
"603 Route 3A (NEW)","2018-07-14",1.24
"604 Route 4A (NEW)","2018-08-08",2.0
"603 Route 3A (NEW)","2018-08-21",2.62
"606 Route 6A  (NEW)","2018-07-21",2.02
"601 Route 1A (NEW)","2018-08-18",6.48
"502 Route 2 (NEW)","2018-06-21",17.32
"503 Route 3 (NEW)","2018-06-23",17.38
"504 Route 4 (NEW )","2018-06-23",15.14
"506 Route 6 (NEW)","2018-07-05",12.2
"506 Route 6 (NEW)","2018-07-08",1.28
"503 Route 3 (NEW)","2018-07-17",9.62
"504 Route 4 (NEW )","2018-08-16",9.18
"503 Route 3 (NEW)","2018-09-23",8.36
"501 Route 1 (NEW)","2018-10-03",22.08
"504 Route 4 (NEW )","2018-10-05",8.04
"508 Route 8 (NEW)","2018-10-30",8.66
"502 Route 2 (NEW)","2018-11-02",14.26
"606 Route 6A  (NEW)","2018-08-31",2.26
"604 Route 4A (NEW)","2018-09-01",5.3
"602 Route 2A (NEW)","2018-09-24",8.82
"607 Route 7A (NEW)","2018-09-12",0.42
"606 Route 6A  (NEW)","2018-09-22",0.26
"606 Route 6A  (NEW)","2018-10-07",0.3
"601 Route 1A (NEW)","2018-10-30",4.42
"601 Route 1A (NEW)","2018-11-24",4.08
"601 Route 1A (NEW)","2018-12-20",5.16
"601 Route 1A (NEW)","2018-12-03",7.04
"603 Route 3A (NEW)","2018-12-13",2.26
"604 Route 4A (NEW)","2019-01-09",4.48
"602 Route 2A (NEW)","2019-01-12",3.34
"604 Route 4A (NEW)","2018-12-04",5.68
"603 Route 3A (NEW)","2018-12-05",5.78
"602 Route 2A (NEW)","2019-01-04",6.12
"508 Route 8 (NEW)","2018-11-20",8.18
"508 Route 8 (NEW)","2018-12-04",3.28
"504 Route 4 (NEW )","2018-12-08",4.24
"502 Route 2 (NEW)","2018-12-19",7.3
"501 Route 1 (NEW)","2018-12-20",3.88
"189 Missed Bins","2019-01-17",1.16
"501 Route 1 (NEW)","2019-02-03",2.38
"502 Route 2 (NEW)","2019-02-08",18.2
"501 Route 1 (NEW)","2019-02-22",22.8
"508 Route 8 (NEW)","2019-02-22",3.48
"502 Route 2 (NEW)","2019-03-06",14.68
"189 Missed Bins","2019-03-14",0.12
"189 Missed Bins","2019-03-25",0.98
"189 Missed Bins","2019-03-28",0.8
"501 Route 1 (NEW)","2019-04-03",19.98
"608 Route 8A (NEW)","2019-02-16",1.24
"609 Route 9A (NEW)","2019-02-16",0.62
"603 Route 3A (NEW)","2019-03-17",3.78
"605 Route 5A (NEW)","2019-04-13",5.06
"609 Route 9A (NEW)","2019-04-15",1.14
"604 Route 4A (NEW)","2019-03-11",2.96
"601 Route 1A (NEW)","2019-02-03",3.78
"504 Route 4 (NEW )","2019-03-26",8.78
"509 Route 9 (NEW)","2019-05-03",2.88
"504 Route 4 (NEW )","2019-05-18",9.12
"509 Route 9 (NEW)","2019-06-01",1.72
"504 Route 4 (NEW )","2019-06-16",9.08
"503 Route 3 (NEW)","2019-06-26",24.64
"501 Route 1 (NEW)","2019-06-28",22.24
"604 Route 4A (NEW)","2019-05-09",6.54
"609 Route 9A (NEW)","2019-05-11",0.92
"601 Route 1A (NEW)","2019-06-07",13.28
"609 Route 9A (NEW)","2019-06-08",2.12
"601 Route 1A (NEW)","2019-07-06",3.72
"604 Route 4A (NEW)","2019-07-07",6.56
"605 Route 5A (NEW)","2019-05-18",1.5
"603 Route 3A (NEW)","2019-06-10",2.1
"604 Route 4A (NEW)","2019-06-12",2.52
"605 Route 5A (NEW)","2019-06-14",2.58
"602 Route 2A (NEW)","2019-04-24",6.28
"602 Route 2A (NEW)","2019-04-25",5.6
"603 Route 3A (NEW)","2019-05-22",5.72
"608 Route 8A (NEW)","2019-06-20",1.92
"509 Route 9 (NEW)","2019-05-10",3.84
"509 Route 9 (NEW)","2019-05-11",0.76
"501 Route 1 (NEW)","2019-05-24",16.64
"501 Route 1 (NEW)","2019-07-22",15.2
"189 Missed Bins","2019-07-23",1.62
"505 Route 5 (NEW)","2019-07-26",18.12
"501 Route 1 (NEW)","2019-08-24",8.84
"509 Route 9 (NEW)","2019-08-26",0.3
"502 Route 2 (NEW)","2019-09-05",31.62
"508 Route 8 (NEW)","2019-09-08",3.08
"505 Route 5 (NEW)","2019-09-09",17.66
"503 Route 3 (NEW)","2019-09-18",12.74
"605 Route 5A (NEW)","2019-07-29",8.48
"604 Route 4A (NEW)","2019-08-02",4.84
"609 Route 9A (NEW)","2019-08-28",0.68
"602 Route 2A (NEW)","2019-07-11",2.72
"602 Route 2A (NEW)","2019-07-14",1.64
"601 Route 1A (NEW)","2019-08-07",2.62
"608 Route 8A (NEW)","2019-08-25",0.44
"602 Route 2A (NEW)","2019-09-03",1.78
"604 Route 4A (NEW)","2019-09-16",1.76
"601 Route 1A (NEW)","2019-08-18",3.48
"604 Route 4A (NEW)","2019-09-11",6.34
"502 Route 2 (NEW)","2019-07-19",13.5
"503 Route 3 (NEW)","2019-07-30",12.52
"501 Route 1 (NEW)","2019-09-09",18.6
"505 Route 5 (NEW)","2019-10-29",0.64
"503 Route 3 (NEW)","2019-11-02",8.38
"501 Route 1 (NEW)","2019-11-03",13.68
"505 Route 5 (NEW)","2019-11-13",3.6
"503 Route 3 (NEW)","2019-11-28",25.74
"603 Route 3A (NEW)","2019-11-21",6.86
"601 Route 1A (NEW)","2019-10-04",2.88
"604 Route 4A (NEW)","2019-10-04",1.32
"602 Route 2A (NEW)","2019-10-15",1.94
"602 Route 2A (NEW)","2019-10-20",1.72
"608 Route 8A (NEW)","2019-10-13",1.32
"604 Route 4A (NEW)","2019-11-07",4.74
"505 Route 5 (NEW)","2019-09-29",24.92
"504 Route 4 (NEW )","2019-10-11",14.02
"502 Route 2 (NEW)","2019-11-06",13.54
"504 Route 4 (NEW )","2019-11-09",8.88
"504 Route 4 (NEW )","2019-11-19",9.38
"504 Route 4 (NEW )","2019-11-20",11.24
"505 Route 5 (NEW)","2020-01-06",13.12
"505 Route 5 (NEW)","2020-01-08",11.44
"503 Route 3 (NEW)","2020-01-11",15.42
"505 Route 5 (NEW)","2020-01-11",9.98
"504 Route 4 (NEW )","2020-01-21",14.96
"501 Route 1 (NEW)","2020-02-05",26.84
"509 Route 9 (NEW)","2020-02-06",1.88
"508 Route 8 (NEW)","2020-02-07",4.22
"504 Route 4 (NEW )","2020-02-21",12.62
"503 Route 3 (NEW)","2020-02-22",8.48
"505 Route 5 (NEW)","2020-03-06",17.72
"504 Route 4 (NEW )","2020-03-08",12.44
"189 Missed Bins","2019-12-18",1.42
"602 Route 2A (NEW)","2019-12-20",8.12
"605 Route 5A (NEW)","2019-12-21",5.42
"601 Route 1A (NEW)","2020-03-09",7.16
"604 Route 4A (NEW)","2020-03-11",16.9
"608 Route 8A (NEW)","2020-02-05",0.78
"608 Route 8A (NEW)","2020-02-20",0.8
"609 Route 9A (NEW)","2020-02-25",0.1
"608 Route 8A (NEW)","2020-03-04",0.66
"602 Route 2A (NEW)","2019-12-30",8.18
"608 Route 8A (NEW)","2019-12-30",2.54
"609 Route 9A (NEW)","2020-02-05",0.68
"602 Route 2A (NEW)","2020-02-24",4.3
"505 Route 5 (NEW)","2020-03-30",11.8
"502 Route 2 (NEW)","2018-01-05",3.56
"501 Route 1 (NEW)","2018-01-07",7.76
"189 Missed Bins","2018-01-08",10.08
"501 Route 1 (NEW)","2018-01-08",14.64
"501 Route 1 (NEW)","2018-01-09",18.14
"189 Missed Bins","2018-01-11",11.94
"189 Missed Bins","2018-01-12",34.86
"189 Missed Bins","2018-01-27",44.44
"504 Route 4 (NEW )","2018-01-28",11.78
"504 Route 4 (NEW )","2018-02-04",7.18
"503 Route 3 (NEW)","2018-02-05",13.52
"506 Route 6 (NEW)","2018-02-05",7.48
"189 Missed Bins","2018-02-08",4.28
"502 Route 2 (NEW)","2018-02-08",21.92
"503 Route 3 (NEW)","2018-02-08",17.08
"504 Route 4 (NEW )","2018-02-17",10.98
"507 Route 7 (NEW )","2018-02-17",3.42
"501 Route 1 (NEW)","2018-02-22",29.06
"189 Missed Bins","2018-03-05",31.28
"506 Route 6 (NEW)","2018-03-07",3.26
"502 Route 2 (NEW)","2018-03-16",23.8
"505 Route 5 (NEW)","2018-03-17",5.54
"504 Route 4 (NEW )","2018-03-19",3.42
"189 Missed Bins","2018-03-24",7.66
"601 Route 1A (NEW)","2018-01-15",13.92
"189 Missed Bins","2018-01-18",5.84
"602 Route 2A (NEW)","2018-01-27",15.52
"606 Route 6A  (NEW)","2018-01-30",3.92
"606 Route 6A  (NEW)","2018-02-13",5.92
"601 Route 1A (NEW)","2018-02-24",4.1
"601 Route 1A (NEW)","2018-02-25",5.8
"607 Route 7A (NEW)","2018-02-25",2.06
"603 Route 3A (NEW)","2018-03-12",6.68
"603 Route 3A (NEW)","2018-03-15",13.44
"604 Route 4A (NEW)","2018-03-25",6.74
"603 Route 3A (NEW)","2018-01-20",0.76
"602 Route 2A (NEW)","2018-01-24",4.22
"603 Route 3A (NEW)","2018-01-24",1.84
"604 Route 4A (NEW)","2018-01-25",2.06
"604 Route 4A (NEW)","2018-02-02",4.14
"604 Route 4A (NEW)","2018-02-03",1.88
"605 Route 5A (NEW)","2018-02-17",1.18
"601 Route 1A (NEW)","2018-02-22",2.44
"602 Route 2A (NEW)","2018-03-17",6.0
"606 Route 6A  (NEW)","2018-03-18",1.16
"603 Route 3A (NEW)","2018-03-19",2.94
"604 Route 4A (NEW)","2018-03-19",3.26
"191 Rt 2","2018-03-21",1.28
"604 Route 4A (NEW)","2018-01-04",15.42
"604 Route 4A (NEW)","2018-01-29",7.08
"604 Route 4A (NEW)","2018-01-31",5.66
"602 Route 2A (NEW)","2018-02-26",6.18
"602 Route 2A (NEW)","2018-03-11",4.7
"504 Route 4 (NEW )","2018-01-04",6.2
"501 Route 1 (NEW)","2018-01-13",3.06
"503 Route 3 (NEW)","2018-01-15",6.6
"505 Route 5 (NEW)","2018-01-18",1.4
"504 Route 4 (NEW )","2018-01-29",5.3
"505 Route 5 (NEW)","2018-01-29",5.46
"506 Route 6 (NEW)","2018-02-01",1.72
"503 Route 3 (NEW)","2018-02-13",4.04
"502 Route 2 (NEW)","2018-02-15",5.38
"503 Route 3 (NEW)","2018-02-23",3.16
"504 Route 4 (NEW )","2018-03-12",5.38
"502 Route 2 (NEW)","2018-03-26",9.6
"505 Route 5 (NEW)","2018-03-26",8.4
"503 Route 3 (NEW)","2018-03-30",15.24
"505 Route 5 (NEW)","2018-04-01",9.86
"501 Route 1 (NEW)","2018-04-02",13.72
"506 Route 6 (NEW)","2018-04-05",7.64
"504 Route 4 (NEW )","2018-04-08",6.68
"505 Route 5 (NEW)","2018-04-08",7.2
"502 Route 2 (NEW)","2018-04-16",13.64
"504 Route 4 (NEW )","2018-04-16",12.16
"502 Route 2 (NEW)","2018-04-18",15.7
"505 Route 5 (NEW)","2018-04-18",1.82
"503 Route 3 (NEW)","2018-04-21",9.1
"504 Route 4 (NEW )","2018-04-21",9.12
"505 Route 5 (NEW)","2018-04-22",18.2
"504 Route 4 (NEW )","2018-05-03",20.18
"189 Missed Bins","2018-05-04",15.3
"189 Missed Bins","2018-05-06",15.2
"191 Rt 2","2018-05-09",12.58
"502 Route 2 (NEW)","2018-05-14",31.54
"502 Route 2 (NEW)","2018-05-15",26.14
"503 Route 3 (NEW)","2018-05-16",22.98
"501 Route 1 (NEW)","2018-05-18",19.32
"189 Missed Bins","2018-05-21",8.8
"189 Missed Bins","2018-05-31",12.42
"505 Route 5 (NEW)","2018-06-02",12.08
"504 Route 4 (NEW )","2018-06-11",12.86
"607 Route 7A (NEW)","2018-03-29",0.56
"606 Route 6A  (NEW)","2018-04-10",4.6
"606 Route 6A  (NEW)","2018-04-11",2.5
"607 Route 7A (NEW)","2018-04-13",1.34
"604 Route 4A (NEW)","2018-04-15",5.5
"601 Route 1A (NEW)","2018-05-09",12.5
"601 Route 1A (NEW)","2018-05-10",2.92
"604 Route 4A (NEW)","2018-05-12",4.8
"603 Route 3A (NEW)","2018-05-13",5.38
"604 Route 4A (NEW)","2018-05-13",6.26
"603 Route 3A (NEW)","2018-06-04",0.52
"604 Route 4A (NEW)","2018-06-05",9.28
"601 Route 1A (NEW)","2018-06-06",5.74
"606 Route 6A  (NEW)","2018-06-07",2.42
"607 Route 7A (NEW)","2018-03-30",0.32
"602 Route 2A (NEW)","2018-03-31",1.6
"605 Route 5A (NEW)","2018-03-31",1.52
"603 Route 3A (NEW)","2018-04-01",1.08
"606 Route 6A  (NEW)","2018-04-02",1.1
"601 Route 1A (NEW)","2018-04-04",2.54
"602 Route 2A (NEW)","2018-04-04",2.42
"606 Route 6A  (NEW)","2018-04-04",0.8
"604 Route 4A (NEW)","2018-04-05",1.98
"604 Route 4A (NEW)","2018-04-07",4.44
"191 Rt 2","2018-04-11",1.44
"602 Route 2A (NEW)","2018-04-20",3.38
"603 Route 3A (NEW)","2018-04-20",3.24
"605 Route 5A (NEW)","2018-04-20",4.16
"601 Route 1A (NEW)","2018-05-01",3.76
"603 Route 3A (NEW)","2018-04-27",5.3
"607 Route 7A (NEW)","2018-05-25",1.34
"501 Route 1 (NEW)","2018-04-12",7.18
"506 Route 6 (NEW)","2018-04-13",7.38
"502 Route 2 (NEW)","2018-05-27",27.72
"501 Route 1 (NEW)","2018-06-16",8.38
"502 Route 2 (NEW)","2018-07-13",15.12
"504 Route 4 (NEW )","2018-07-26",7.34
"601 Route 1A (NEW)","2018-07-05",6.64
"605 Route 5A (NEW)","2018-07-30",6.6
"606 Route 6A  (NEW)","2018-06-16",0.46
"601 Route 1A (NEW)","2018-07-09",2.62
"606 Route 6A  (NEW)","2018-07-13",1.0
"603 Route 3A (NEW)","2018-07-24",2.6
"602 Route 2A (NEW)","2018-08-26",1.02
"603 Route 3A (NEW)","2018-06-22",7.54
"603 Route 3A (NEW)","2018-08-14",6.04
"603 Route 3A (NEW)","2018-08-18",3.64
"502 Route 2 (NEW)","2018-06-22",12.08
"502 Route 2 (NEW)","2018-07-02",10.6
"502 Route 2 (NEW)","2018-07-16",13.34
"506 Route 6 (NEW)","2018-07-16",4.04
"501 Route 1 (NEW)","2018-07-21",7.48
"504 Route 4 (NEW )","2018-07-31",15.2
"501 Route 1 (NEW)","2018-08-01",8.44
"504 Route 4 (NEW )","2018-08-03",12.72
"504 Route 4 (NEW )","2018-08-04",10.58
"502 Route 2 (NEW)","2018-08-15",11.92
"504 Route 4 (NEW )","2018-09-03",10.26
"501 Route 1 (NEW)","2018-09-18",30.84
"506 Route 6 (NEW)","2018-09-18",8.18
"501 Route 1 (NEW)","2018-09-19",17.12
"501 Route 1 (NEW)","2018-09-23",8.66
"508 Route 8 (NEW)","2018-10-05",3.22
"505 Route 5 (NEW)","2018-10-07",8.62
"604 Route 4A (NEW)","2018-09-24",7.6
"601 Route 1A (NEW)","2018-09-28",10.7
"602 Route 2A (NEW)","2018-10-22",10.38
"605 Route 5A (NEW)","2018-10-29",4.76
"607 Route 7A (NEW)","2018-09-08",0.34
"601 Route 1A (NEW)","2018-09-18",3.08
"605 Route 5A (NEW)","2018-10-19",0.1
"608 Route 8A (NEW)","2018-10-11",3.04
"603 Route 3A (NEW)","2018-11-10",3.24
"501 Route 1 (NEW)","2018-08-30",17.6
"505 Route 5 (NEW)","2018-09-02",10.54
"508 Route 8 (NEW)","2018-10-12",2.4
"503 Route 3 (NEW)","2018-11-08",5.62
"501 Route 1 (NEW)","2018-11-14",15.54
"504 Route 4 (NEW )","2018-12-30",10.16
"603 Route 3A (NEW)","2019-12-15",1.12
"608 Route 8A (NEW)","2019-12-15",0.32
"608 Route 8A (NEW)","2020-01-06",1.32
"603 Route 3A (NEW)","2020-02-04",3.86
"608 Route 8A (NEW)","2020-02-09",0.24
"601 Route 1A (NEW)","2020-02-21",2.6
"601 Route 1A (NEW)","2020-03-05",3.16
"608 Route 8A (NEW)","2020-01-03",4.7
"603 Route 3A (NEW)","2018-10-29",1.86
"608 Route 8A (NEW)","2018-11-03",0.3
"609 Route 9A (NEW)","2018-11-05",0.8
"603 Route 3A (NEW)","2018-10-08",4.6
"610 Route 10A (NEW)","2018-10-14",1.44
"608 Route 8A (NEW)","2018-11-06",3.28
"503 Route 3 (NEW)","2018-09-02",10.32
"504 Route 4 (NEW )","2018-09-12",14.5
"501 Route 1 (NEW)","2018-10-26",6.08
"504 Route 4 (NEW )","2018-10-28",26.24
"504 Route 4 (NEW )","2018-11-09",18.78
"504 Route 4 (NEW )","2018-11-14",16.16
"504 Route 4 (NEW )","2018-11-17",8.86
"502 Route 2 (NEW)","2018-11-29",15.84
"508 Route 8 (NEW)","2018-12-13",5.44
"189 Missed Bins","2018-12-16",8.96
"504 Route 4 (NEW )","2018-12-16",8.12
"189 Missed Bins","2018-12-19",0.62
"504 Route 4 (NEW )","2018-12-29",11.92
"503 Route 3 (NEW)","2019-01-07",16.5
"502 Route 2 (NEW)","2019-01-11",18.42
"501 Route 1 (NEW)","2019-01-25",30.98
"189 Missed Bins","2019-02-01",0.24
"604 Route 4A (NEW)","2018-11-20",9.02
"609 Route 9A (NEW)","2018-11-28",2.32
"608 Route 8A (NEW)","2019-01-17",2.96
"604 Route 4A (NEW)","2018-11-15",0.02
"609 Route 9A (NEW)","2019-01-05",0.86
"189 Missed Bins","2019-01-09",4.2
"604 Route 4A (NEW)","2019-01-31",4.46
"508 Route 8 (NEW)","2018-11-21",1.82
"508 Route 8 (NEW)","2018-12-06",2.08
"189 Missed Bins","2018-12-09",4.96
"502 Route 2 (NEW)","2018-12-23",5.76
"503 Route 3 (NEW)","2018-12-31",6.32
"503 Route 3 (NEW)","2019-01-14",7.92
"508 Route 8 (NEW)","2019-01-17",1.36
"503 Route 3 (NEW)","2019-01-18",3.52
"509 Route 9 (NEW)","2019-01-19",1.24
"505 Route 5 (NEW)","2019-01-28",6.48
"503 Route 3 (NEW)","2019-02-02",3.42
"502 Route 2 (NEW)","2019-02-04",10.3
"504 Route 4 (NEW )","2019-02-18",11.38
"509 Route 9 (NEW)","2019-02-22",3.78
"505 Route 5 (NEW)","2019-03-18",9.92
"504 Route 4 (NEW )","2019-03-19",15.88
"508 Route 8 (NEW)","2019-03-19",9.06
"504 Route 4 (NEW )","2019-03-20",17.56
"503 Route 3 (NEW)","2019-03-22",18.88
"502 Route 2 (NEW)","2019-04-05",15.16
"504 Route 4 (NEW )","2019-04-06",9.82
"505 Route 5 (NEW)","2019-04-21",10.52
"601 Route 1A (NEW)","2019-02-15",6.26
"601 Route 1A (NEW)","2019-03-15",17.9
"602 Route 2A (NEW)","2019-03-15",8.94
"603 Route 3A (NEW)","2019-03-08",3.2
"608 Route 8A (NEW)","2019-03-13",1.1
"609 Route 9A (NEW)","2019-03-27",0.34
"602 Route 2A (NEW)","2019-04-02",1.9
"608 Route 8A (NEW)","2019-04-04",0.88
"602 Route 2A (NEW)","2019-04-05",2.2
"601 Route 1A (NEW)","2019-04-06",1.16
"602 Route 2A (NEW)","2019-04-17",2.52
"604 Route 4A (NEW)","2019-02-26",5.2
"604 Route 4A (NEW)","2019-02-27",5.76
"605 Route 5A (NEW)","2019-03-02",3.7
"602 Route 2A (NEW)","2019-03-30",3.58
"601 Route 1A (NEW)","2019-04-22",5.52
"508 Route 8 (NEW)","2019-02-03",0.78
"503 Route 3 (NEW)","2019-02-17",6.46
"503 Route 3 (NEW)","2019-03-30",8.2
"505 Route 5 (NEW)","2019-04-08",11.76
"508 Route 8 (NEW)","2019-04-14",2.44
"189 Missed Bins","2019-05-01",0.04
"501 Route 1 (NEW)","2019-05-18",8.22
"501 Route 1 (NEW)","2019-06-03",9.22
"505 Route 5 (NEW)","2019-06-07",13.8
"501 Route 1 (NEW)","2019-06-10",16.34
"503 Route 3 (NEW)","2019-06-11",25.26
"509 Route 9 (NEW)","2019-06-16",2.36
"508 Route 8 (NEW)","2019-06-29",2.96
"504 Route 4 (NEW )","2019-06-30",11.06
"189 Missed Bins","2019-07-05",0.56
"603 Route 3A (NEW)","2019-05-10",7.52
"604 Route 4A (NEW)","2019-05-10",5.78
"601 Route 1A (NEW)","2019-07-04",0.98
"605 Route 5A (NEW)","2019-07-06",3.66
"602 Route 2A (NEW)","2019-07-08",3.76
"602 Route 2A (NEW)","2019-05-02",3.82
"604 Route 4A (NEW)","2019-05-16",2.54
"601 Route 1A (NEW)","2019-05-18",1.0
"604 Route 4A (NEW)","2019-06-26",2.78
"601 Route 1A (NEW)","2019-06-30",1.08
"602 Route 2A (NEW)","2019-04-27",4.32
"601 Route 1A (NEW)","2019-04-28",5.18
"636 Bring sites","2019-06-06",4.46
"603 Route 3A (NEW)","2019-06-21",4.14
"605 Route 5A (NEW)","2019-06-21",2.66
"501 Route 1 (NEW)","2019-05-08",11.22
"501 Route 1 (NEW)","2019-05-12",9.54
"504 Route 4 (NEW )","2019-06-05",35.7
"505 Route 5 (NEW)","2019-06-18",10.06
"508 Route 8 (NEW)","2019-07-01",1.6
"501 Route 1 (NEW)","2019-07-26",21.66
"501 Route 1 (NEW)","2019-08-22",24.06
"503 Route 3 (NEW)","2019-08-23",21.34
"502 Route 2 (NEW)","2019-09-04",14.06
"508 Route 8 (NEW)","2019-09-04",5.2
"503 Route 3 (NEW)","2019-09-05",14.56
"504 Route 4 (NEW )","2019-09-05",12.6
"604 Route 4A (NEW)","2019-07-31",10.04
"601 Route 1A (NEW)","2019-08-02",6.32
"601 Route 1A (NEW)","2019-08-26",6.96
"608 Route 8A (NEW)","2019-08-30",2.68
"603 Route 3A (NEW)","2019-08-31",3.92
"604 Route 4A (NEW)","2019-09-01",7.1
"601 Route 1A (NEW)","2019-07-09",3.48
"602 Route 2A (NEW)","2019-07-10",2.44
"603 Route 3A (NEW)","2019-08-19",1.54
"605 Route 5A (NEW)","2019-08-23",2.78
"601 Route 1A (NEW)","2019-09-04",2.62
"603 Route 3A (NEW)","2019-09-04",1.88
"601 Route 1A (NEW)","2019-07-15",5.4
"608 Route 8A (NEW)","2019-07-16",2.48
"603 Route 3A (NEW)","2019-08-16",4.3
"503 Route 3 (NEW)","2019-08-28",24.42
"508 Route 8 (NEW)","2019-09-01",3.02
"502 Route 2 (NEW)","2019-09-02",13.92
"503 Route 3 (NEW)","2019-09-12",8.16
"503 Route 3 (NEW)","2019-09-13",6.9
"502 Route 2 (NEW)","2019-10-16",17.22
"503 Route 3 (NEW)","2019-10-19",10.1
"508 Route 8 (NEW)","2019-10-20",2.96
"501 Route 1 (NEW)","2019-11-16",17.04
"504 Route 4 (NEW )","2019-11-30",10.62
"502 Route 2 (NEW)","2019-12-10",12.44
"601 Route 1A (NEW)","2019-11-23",3.5
"604 Route 4A (NEW)","2019-11-23",4.84
"601 Route 1A (NEW)","2019-11-24",4.54
"601 Route 1A (NEW)","2019-10-06",1.28
"608 Route 8A (NEW)","2019-11-01",0.46
"604 Route 4A (NEW)","2019-11-11",1.84
"604 Route 4A (NEW)","2019-11-14",2.54
"601 Route 1A (NEW)","2019-12-10",4.0
"601 Route 1A (NEW)","2019-10-10",3.72
"604 Route 4A (NEW)","2019-10-13",4.24
"603 Route 3A (NEW)","2019-11-06",5.58
"604 Route 4A (NEW)","2019-11-06",5.32
"608 Route 8A (NEW)","2019-11-07",1.78
"602 Route 2A (NEW)","2019-12-04",5.48
"608 Route 8A (NEW)","2019-12-06",1.44
"503 Route 3 (NEW)","2019-10-12",10.76
"505 Route 5 (NEW)","2019-10-12",9.14
"508 Route 8 (NEW)","2019-10-23",2.88
"508 Route 8 (NEW)","2019-11-05",7.3
"501 Route 1 (NEW)","2019-11-09",5.94
"508 Route 8 (NEW)","2019-11-10",1.68
"502 Route 2 (NEW)","2019-11-18",14.86
"503 Route 3 (NEW)","2019-11-18",12.28
"508 Route 8 (NEW)","2020-02-09",2.74
"189 Missed Bins","2020-02-27",0.72
"508 Route 8 (NEW)","2020-03-18",5.08
"604 Route 4A (NEW)","2019-12-17",11.04
"636 Bring sites","2020-01-05",4.66
"603 Route 3A (NEW)","2020-01-14",9.28
"601 Route 1A (NEW)","2020-01-17",7.78
"602 Route 2A (NEW)","2020-01-18",5.74
"604 Route 4A (NEW)","2020-01-18",5.04
"602 Route 2A (NEW)","2020-01-20",5.94
"604 Route 4A (NEW)","2020-02-11",13.76
"501 Route 1 (NEW)","2018-01-06",9.64
"505 Route 5 (NEW)","2018-01-07",8.76
"189 Missed Bins","2018-01-10",35.28
"189 Missed Bins","2018-01-19",12.34
"501 Route 1 (NEW)","2018-01-19",14.24
"501 Route 1 (NEW)","2018-01-20",4.22
"501 Route 1 (NEW)","2018-01-21",6.28
"506 Route 6 (NEW)","2018-02-02",3.14
"503 Route 3 (NEW)","2018-02-03",10.88
"504 Route 4 (NEW )","2018-02-03",7.28
"501 Route 1 (NEW)","2018-02-05",12.5
"503 Route 3 (NEW)","2018-02-09",8.14
"189 Missed Bins","2018-02-16",1.66
"189 Missed Bins","2018-02-17",0.26
"503 Route 3 (NEW)","2018-02-18",10.22
"504 Route 4 (NEW )","2018-02-19",10.82
"501 Route 1 (NEW)","2018-02-20",24.82
"191 Rt 2","2018-02-21",11.48
"504 Route 4 (NEW )","2018-02-23",14.4
"505 Route 5 (NEW)","2018-03-09",5.24
"510 Route 10 (NEW)","2018-03-14",0.3
"189 Missed Bins","2018-03-16",16.38
"502 Route 2 (NEW)","2018-03-19",9.54
"501 Route 1 (NEW)","2018-03-20",31.86
"501 Route 1 (NEW)","2018-03-21",26.78
"501 Route 1 (NEW)","2018-03-23",22.72
"189 Missed Bins","2018-01-03",4.86
"602 Route 2A (NEW)","2018-01-15",8.48
"601 Route 1A (NEW)","2018-01-27",4.18
"602 Route 2A (NEW)","2018-02-12",10.22
"602 Route 2A (NEW)","2018-02-13",9.26
"604 Route 4A (NEW)","2018-02-24",5.84
"606 Route 6A  (NEW)","2018-02-26",3.28
"604 Route 4A (NEW)","2018-03-23",6.06
"602 Route 2A (NEW)","2018-03-25",7.16
"602 Route 2A (NEW)","2018-01-11",7.1
"191 Rt 2","2018-01-18",0.24
