"route","day","tonnes"
"508 Route 8 (NEW)","2019-11-22",2.8
"509 Route 9 (NEW)","2019-12-15",2.36
"189 Missed Bins","2019-12-24",4.0
"502 Route 2 (NEW)","2019-12-24",21.4
"509 Route 9 (NEW)","2019-12-30",2.62
"508 Route 8 (NEW)","2020-01-07",9.68
"508 Route 8 (NEW)","2020-01-09",6.64
"502 Route 2 (NEW)","2020-01-11",11.84
"505 Route 5 (NEW)","2020-02-03",11.52
"503 Route 3 (NEW)","2020-02-04",24.04
"504 Route 4 (NEW )","2020-02-23",14.3
"501 Route 1 (NEW)","2020-02-25",5.2
"503 Route 3 (NEW)","2020-03-03",13.6
"508 Route 8 (NEW)","2020-03-04",7.16
"608 Route 8A (NEW)","2019-12-19",4.58
"605 Route 5A (NEW)","2020-01-15",2.62
"608 Route 8A (NEW)","2020-01-18",0.6
"603 Route 3A (NEW)","2020-02-12",9.66
"605 Route 5A (NEW)","2020-02-13",3.44
"602 Route 2A (NEW)","2020-03-15",6.9
"602 Route 2A (NEW)","2020-01-06",8.86
"601 Route 1A (NEW)","2020-02-09",1.26
"608 Route 8A (NEW)","2020-03-03",1.38
"604 Route 4A (NEW)","2020-03-06",1.88
"189 Missed Bins","2019-12-16",0.52
"603 Route 3A (NEW)","2020-01-28",7.12
"636 Bring sites","2020-01-28",2.9
"604 Route 4A (NEW)","2018-04-21",1.64
"602 Route 2A (NEW)","2018-05-06",1.64
"602 Route 2A (NEW)","2018-05-18",3.48
"601 Route 1A (NEW)","2018-05-29",6.68
"605 Route 5A (NEW)","2018-04-29",2.78
"189 Missed Bins","2018-05-25",5.8
"504 Route 4 (NEW )","2018-04-25",13.9
"502 Route 2 (NEW)","2018-06-06",27.16
"501 Route 1 (NEW)","2018-06-13",19.96
"503 Route 3 (NEW)","2018-06-14",17.78
"189 Missed Bins","2018-06-18",1.38
"505 Route 5 (NEW)","2018-06-20",10.72
"506 Route 6 (NEW)","2018-06-29",4.84
"503 Route 3 (NEW)","2018-07-27",20.08
"189 Missed Bins","2018-08-09",9.86
"504 Route 4 (NEW )","2018-08-11",9.9
"504 Route 4 (NEW )","2018-08-21",16.16
"503 Route 3 (NEW)","2018-08-25",8.36
"504 Route 4 (NEW )","2018-08-25",9.08
"601 Route 1A (NEW)","2018-07-04",5.72
"605 Route 5A (NEW)","2018-08-05",5.66
"601 Route 1A (NEW)","2018-08-27",9.52
"606 Route 6A  (NEW)","2018-06-13",1.96
"604 Route 4A (NEW)","2018-06-15",2.3
"604 Route 4A (NEW)","2018-07-14",1.5
"601 Route 1A (NEW)","2018-07-26",2.86
"604 Route 4A (NEW)","2018-06-19",5.72
"189 Missed Bins","2018-07-24",0.9
"501 Route 1 (NEW)","2018-07-17",7.74
"505 Route 5 (NEW)","2018-07-20",12.86
"503 Route 3 (NEW)","2018-08-03",7.72
"503 Route 3 (NEW)","2018-09-19",13.58
"502 Route 2 (NEW)","2018-10-03",19.74
"506 Route 6 (NEW)","2018-10-06",6.98
"501 Route 1 (NEW)","2018-10-11",15.42
"502 Route 2 (NEW)","2018-11-01",25.6
"509 Route 9 (NEW)","2018-11-05",1.34
"189 Missed Bins","2018-08-30",9.02
"603 Route 3A (NEW)","2018-08-30",7.16
"603 Route 3A (NEW)","2018-09-02",5.7
"605 Route 5A (NEW)","2018-10-22",3.34
"609 Route 9A (NEW)","2018-10-26",0.66
"602 Route 2A (NEW)","2018-09-18",2.08
"603 Route 3A (NEW)","2018-10-05",5.62
"605 Route 5A (NEW)","2018-10-21",1.24
"608 Route 8A (NEW)","2018-10-09",1.82
"601 Route 1A (NEW)","2018-10-14",5.54
"601 Route 1A (NEW)","2018-11-10",2.78
"504 Route 4 (NEW )","2018-08-27",19.76
"506 Route 6 (NEW)","2018-08-30",6.46
"501 Route 1 (NEW)","2018-09-28",10.36
"507 Route 7 (NEW )","2018-09-29",3.36
"501 Route 1 (NEW)","2018-10-09",13.12
"504 Route 4 (NEW )","2018-10-14",18.28
"503 Route 3 (NEW)","2018-11-14",16.02
"505 Route 5 (NEW)","2018-11-21",9.72
"502 Route 2 (NEW)","2019-01-08",18.06
"501 Route 1 (NEW)","2019-01-09",17.64
"505 Route 5 (NEW)","2019-01-11",20.06
"502 Route 2 (NEW)","2019-01-12",11.48
"509 Route 9 (NEW)","2019-01-25",3.24
"602 Route 2A (NEW)","2018-11-20",12.4
"605 Route 5A (NEW)","2018-11-24",3.9
"603 Route 3A (NEW)","2018-11-25",4.1
"603 Route 3A (NEW)","2019-01-09",4.02
"603 Route 3A (NEW)","2019-01-23",1.8
"502 Route 2 (NEW)","2018-11-19",20.28
"504 Route 4 (NEW )","2018-12-03",10.1
"502 Route 2 (NEW)","2018-12-04",7.22
"502 Route 2 (NEW)","2018-12-22",6.0
"503 Route 3 (NEW)","2019-01-15",7.1
"501 Route 1 (NEW)","2019-01-31",2.44
"503 Route 3 (NEW)","2019-01-31",2.48
"505 Route 5 (NEW)","2019-02-01",2.2
"509 Route 9 (NEW)","2019-02-02",0.76
"501 Route 1 (NEW)","2019-02-06",20.4
"505 Route 5 (NEW)","2019-02-24",8.26
"502 Route 2 (NEW)","2019-03-08",8.7
"503 Route 3 (NEW)","2019-03-08",21.86
"508 Route 8 (NEW)","2019-03-12",3.74
"508 Route 8 (NEW)","2019-03-18",8.32
"602 Route 2A (NEW)","2019-02-12",5.18
"608 Route 8A (NEW)","2019-02-13",1.88
"602 Route 2A (NEW)","2019-03-12",8.72
"608 Route 8A (NEW)","2019-04-10",2.1
"609 Route 9A (NEW)","2019-04-14",1.62
"604 Route 4A (NEW)","2019-04-01",1.5
"603 Route 3A (NEW)","2019-04-06",1.54
"609 Route 9A (NEW)","2019-04-21",1.18
"503 Route 3 (NEW)","2019-02-25",8.38
"501 Route 1 (NEW)","2019-03-03",6.06
"508 Route 8 (NEW)","2019-03-15",2.12
"502 Route 2 (NEW)","2019-03-16",4.94
"508 Route 8 (NEW)","2019-04-30",9.46
"505 Route 5 (NEW)","2019-05-04",8.6
"189 Missed Bins","2019-05-11",0.24
"509 Route 9 (NEW)","2019-05-31",3.46
"504 Route 4 (NEW )","2019-06-02",19.04
"502 Route 2 (NEW)","2019-06-03",38.16
"189 Missed Bins","2019-06-10",19.6
"505 Route 5 (NEW)","2019-06-11",8.84
"508 Route 8 (NEW)","2019-06-13",7.14
"502 Route 2 (NEW)","2019-06-26",18.84
"602 Route 2A (NEW)","2019-07-01",6.94
"609 Route 9A (NEW)","2019-05-04",0.48
"608 Route 8A (NEW)","2019-06-02",0.4
"604 Route 4A (NEW)","2019-06-29",1.56
"603 Route 3A (NEW)","2019-04-25",4.1
"608 Route 8A (NEW)","2019-05-25",1.0
"604 Route 4A (NEW)","2019-06-19",4.92
"609 Route 9A (NEW)","2019-06-21",1.42
"501 Route 1 (NEW)","2019-04-26",11.9
"508 Route 8 (NEW)","2019-05-21",7.12
"508 Route 8 (NEW)","2019-05-25",1.66
"503 Route 3 (NEW)","2019-06-20",12.84
"508 Route 8 (NEW)","2019-06-21",3.58
"508 Route 8 (NEW)","2019-06-23",3.38
"501 Route 1 (NEW)","2019-07-02",18.64
"501 Route 1 (NEW)","2019-07-06",9.78
"508 Route 8 (NEW)","2019-07-11",7.68
"504 Route 4 (NEW )","2019-07-22",9.78
"502 Route 2 (NEW)","2019-08-22",20.8
"505 Route 5 (NEW)","2019-09-02",10.46
"503 Route 3 (NEW)","2019-09-19",16.12
"201 Commercial","2019-07-12",0.16
"604 Route 4A (NEW)","2019-07-30",8.48
"604 Route 4A (NEW)","2019-08-30",6.76
"601 Route 1A (NEW)","2019-07-10",2.3
"601 Route 1A (NEW)","2019-07-13",1.16
"604 Route 4A (NEW)","2019-08-08",2.76
"609 Route 9A (NEW)","2019-09-06",0.68
"603 Route 3A (NEW)","2019-09-19",2.2
"602 Route 2A (NEW)","2019-09-21",1.72
"603 Route 3A (NEW)","2019-07-15",4.78
"601 Route 1A (NEW)","2019-08-15",4.44
"604 Route 4A (NEW)","2019-08-15",5.54
"502 Route 2 (NEW)","2019-08-12",21.6
"502 Route 2 (NEW)","2019-08-13",31.94
"503 Route 3 (NEW)","2019-08-16",2.44
"505 Route 5 (NEW)","2019-08-16",13.12
"508 Route 8 (NEW)","2019-08-16",4.7
"501 Route 1 (NEW)","2019-08-31",9.32
"509 Route 9 (NEW)","2019-09-01",1.78
"501 Route 1 (NEW)","2019-09-14",7.2
"503 Route 3 (NEW)","2019-09-15",21.06
"501 Route 1 (NEW)","2019-09-23",13.2
"501 Route 1 (NEW)","2019-09-30",17.22
"508 Route 8 (NEW)","2019-10-04",4.02
"509 Route 9 (NEW)","2019-10-05",1.06
"508 Route 8 (NEW)","2019-11-03",2.98
"502 Route 2 (NEW)","2019-11-11",14.32
"501 Route 1 (NEW)","2019-11-13",15.78
"501 Route 1 (NEW)","2019-11-14",13.32
"505 Route 5 (NEW)","2019-11-17",7.92
"502 Route 2 (NEW)","2019-12-01",9.58
"503 Route 3 (NEW)","2019-12-11",11.1
"508 Route 8 (NEW)","2019-12-11",4.84
"604 Route 4A (NEW)","2019-09-28",4.1
"602 Route 2A (NEW)","2019-11-20",9.84
"609 Route 9A (NEW)","2019-11-21",0.62
"609 Route 9A (NEW)","2019-11-24",1.24
"608 Route 8A (NEW)","2019-10-30",0.64
"601 Route 1A (NEW)","2019-11-01",1.52
"605 Route 5A (NEW)","2019-11-29",2.68
"601 Route 1A (NEW)","2019-11-30",0.92
"603 Route 3A (NEW)","2019-12-12",2.52
"602 Route 2A (NEW)","2019-12-13",3.14
"505 Route 5 (NEW)","2019-09-26",0.02
"505 Route 5 (NEW)","2019-10-07",15.98
"602 Route 2A (NEW)","2019-10-13",4.58
"604 Route 4A (NEW)","2019-10-10",4.68
"504 Route 4 (NEW )","2019-10-12",7.64
"503 Route 3 (NEW)","2019-10-23",17.44
"502 Route 2 (NEW)","2019-11-07",7.18
"504 Route 4 (NEW )","2019-11-08",11.58
"503 Route 3 (NEW)","2019-12-24",21.42
"503 Route 3 (NEW)","2019-12-30",13.78
"503 Route 3 (NEW)","2020-01-10",21.56
"502 Route 2 (NEW)","2020-01-21",14.76
"189 Missed Bins","2020-01-28",0.18
"504 Route 4 (NEW )","2020-02-19",15.98
"189 Missed Bins","2020-02-29",0.28
"508 Route 8 (NEW)","2020-03-08",2.94
"509 Route 9 (NEW)","2020-03-22",2.3
"602 Route 2A (NEW)","2020-02-15",5.62
"605 Route 5A (NEW)","2020-02-15",4.32
"601 Route 1A (NEW)","2020-01-06",4.3
"189 Missed Bins","2020-01-08",0.04
"602 Route 2A (NEW)","2020-01-23",2.68
"609 Route 9A (NEW)","2020-01-26",0.36
"601 Route 1A (NEW)","2020-02-06",2.68
"604 Route 4A (NEW)","2020-02-08",1.32
"605 Route 5A (NEW)","2020-02-21",2.44
"609 Route 9A (NEW)","2020-02-23",0.26
"602 Route 2A (NEW)","2020-03-02",2.48
"604 Route 4A (NEW)","2020-03-23",1.56
"608 Route 8A (NEW)","2020-02-26",1.86
"603 Route 3A (NEW)","2020-02-28",4.3
"602 Route 2A (NEW)","2018-04-25",6.8
"502 Route 2 (NEW)","2018-04-24",19.56
"507 Route 7 (NEW )","2018-05-12",2.6
"501 Route 1 (NEW)","2018-05-13",13.22
"502 Route 2 (NEW)","2018-05-23",31.46
"504 Route 4 (NEW )","2018-05-23",22.68
"506 Route 6 (NEW)","2018-05-25",6.98
"502 Route 2 (NEW)","2018-05-26",13.38
"503 Route 3 (NEW)","2018-05-26",9.0
"505 Route 5 (NEW)","2018-06-09",2.4
"504 Route 4 (NEW )","2018-06-10",10.88
"502 Route 2 (NEW)","2018-06-26",13.48
"506 Route 6 (NEW)","2018-06-30",4.04
"505 Route 5 (NEW)","2018-07-14",10.42
"503 Route 3 (NEW)","2018-07-25",6.48
"601 Route 1A (NEW)","2018-06-12",5.26
"606 Route 6A  (NEW)","2018-07-03",2.58
"601 Route 1A (NEW)","2018-06-16",1.14
"601 Route 1A (NEW)","2018-06-30",1.24
"601 Route 1A (NEW)","2018-08-09",2.46
"605 Route 5A (NEW)","2018-08-12",1.5
"606 Route 6A  (NEW)","2018-07-18",2.24
"506 Route 6 (NEW)","2018-06-20",3.44
"503 Route 3 (NEW)","2018-06-22",10.44
"503 Route 3 (NEW)","2018-07-30",20.88
"501 Route 1 (NEW)","2018-08-03",7.48
"503 Route 3 (NEW)","2018-08-14",9.14
"502 Route 2 (NEW)","2018-08-18",10.44
"506 Route 6 (NEW)","2018-08-19",1.6
"504 Route 4 (NEW )","2018-09-09",7.5
"501 Route 1 (NEW)","2018-10-06",7.48
"503 Route 3 (NEW)","2018-10-15",11.54
"504 Route 4 (NEW )","2018-10-21",8.14
"504 Route 4 (NEW )","2018-11-02",9.2
"605 Route 5A (NEW)","2018-09-30",6.84
"603 Route 3A (NEW)","2018-09-06",2.18
"607 Route 7A (NEW)","2018-09-23",0.46
"602 Route 2A (NEW)","2018-10-01",2.24
"602 Route 2A (NEW)","2018-10-03",2.58
"604 Route 4A (NEW)","2018-10-03",2.14
"606 Route 6A  (NEW)","2018-10-03",0.48
"601 Route 1A (NEW)","2018-11-08",3.96
"601 Route 1A (NEW)","2018-11-09",8.44
"506 Route 6 (NEW)","2018-09-10",4.02
"502 Route 2 (NEW)","2018-09-11",18.36
"503 Route 3 (NEW)","2018-09-14",6.82
"506 Route 6 (NEW)","2018-09-14",5.8
"502 Route 2 (NEW)","2018-09-16",11.12
"504 Route 4 (NEW )","2018-09-25",18.12
"501 Route 1 (NEW)","2018-09-27",11.56
"502 Route 2 (NEW)","2018-09-30",3.96
"507 Route 7 (NEW )","2018-09-30",1.88
"503 Route 3 (NEW)","2018-10-09",8.74
"501 Route 1 (NEW)","2018-10-13",5.24
"504 Route 4 (NEW )","2018-10-25",6.62
"508 Route 8 (NEW)","2018-11-28",4.02
"508 Route 8 (NEW)","2018-12-01",3.68
"502 Route 2 (NEW)","2018-12-10",14.24
"505 Route 5 (NEW)","2018-12-10",11.36
"502 Route 2 (NEW)","2019-01-07",17.02
"503 Route 3 (NEW)","2019-01-11",21.64
"189 Missed Bins","2019-01-16",0.22
"503 Route 3 (NEW)","2019-01-26",7.76
"603 Route 3A (NEW)","2018-11-20",10.38
"601 Route 1A (NEW)","2018-11-21",11.76
"602 Route 2A (NEW)","2018-11-24",6.26
"601 Route 1A (NEW)","2018-12-21",5.92
"604 Route 4A (NEW)","2018-12-23",6.88
"604 Route 4A (NEW)","2019-01-17",9.44
"601 Route 1A (NEW)","2018-11-26",1.98
"602 Route 2A (NEW)","2018-12-14",2.94
"602 Route 2A (NEW)","2018-12-09",4.02
"602 Route 2A (NEW)","2019-02-02",2.56
"508 Route 8 (NEW)","2018-11-24",1.86
"502 Route 2 (NEW)","2018-12-06",3.92
"502 Route 2 (NEW)","2018-12-09",5.6
"508 Route 8 (NEW)","2018-12-17",2.46
"504 Route 4 (NEW )","2018-12-19",7.48
"509 Route 9 (NEW)","2018-12-22",0.52
"501 Route 1 (NEW)","2019-01-06",4.14
"504 Route 4 (NEW )","2019-01-19",5.1
"501 Route 1 (NEW)","2019-02-05",30.94
"502 Route 2 (NEW)","2019-02-05",12.96
"505 Route 5 (NEW)","2019-02-13",7.28
"503 Route 3 (NEW)","2019-02-21",16.62
"505 Route 5 (NEW)","2019-03-09",9.62
"189 Missed Bins","2019-03-10",4.0
"502 Route 2 (NEW)","2019-03-10",9.76
"505 Route 5 (NEW)","2019-03-10",11.3
"508 Route 8 (NEW)","2019-03-23",1.38
"508 Route 8 (NEW)","2019-04-03",4.88
"601 Route 1A (NEW)","2019-02-13",4.22
"609 Route 9A (NEW)","2019-03-17",0.78
"608 Route 8A (NEW)","2019-04-12",3.22
"605 Route 5A (NEW)","2019-04-14",4.38
"601 Route 1A (NEW)","2019-02-04",2.16
"608 Route 8A (NEW)","2019-03-22",0.4
"602 Route 2A (NEW)","2019-04-03",2.48
"603 Route 3A (NEW)","2019-04-21",1.26
"602 Route 2A (NEW)","2019-03-01",4.04
"604 Route 4A (NEW)","2019-03-03",3.98
"602 Route 2A (NEW)","2019-03-31",3.58
"609 Route 9A (NEW)","2019-03-31",1.18
"502 Route 2 (NEW)","2019-02-12",5.22
"504 Route 4 (NEW )","2019-03-02",8.4
"501 Route 1 (NEW)","2019-03-15",4.44
"508 Route 8 (NEW)","2019-03-27",1.9
"502 Route 2 (NEW)","2019-03-31",11.36
"504 Route 4 (NEW )","2019-04-15",7.78
"505 Route 5 (NEW)","2019-05-05",8.64
"503 Route 3 (NEW)","2019-05-29",34.9
"503 Route 3 (NEW)","2019-06-02",8.74
"504 Route 4 (NEW )","2019-06-27",15.54
"502 Route 2 (NEW)","2019-07-09",32.54
"189 Missed Bins","2019-05-15",0.28
"189 Missed Bins","2019-05-22",0.12
"605 Route 5A (NEW)","2019-05-31",0.12
"603 Route 3A (NEW)","2019-07-02",9.6
"602 Route 2A (NEW)","2019-05-18",1.7
"605 Route 5A (NEW)","2019-05-19",1.22
"605 Route 5A (NEW)","2019-06-01",1.42
"602 Route 2A (NEW)","2019-06-10",2.24
"601 Route 1A (NEW)","2019-06-11",3.32
"602 Route 2A (NEW)","2019-06-25",2.1
"604 Route 4A (NEW)","2019-05-26",4.42
"508 Route 8 (NEW)","2019-04-26",3.72
"509 Route 9 (NEW)","2019-05-24",3.42
"502 Route 2 (NEW)","2019-06-05",37.4
"501 Route 1 (NEW)","2019-06-17",13.3
"501 Route 1 (NEW)","2019-06-19",12.98
"503 Route 3 (NEW)","2019-07-14",8.6
"502 Route 2 (NEW)","2019-08-24",12.06
"504 Route 4 (NEW )","2019-08-25",8.56
"602 Route 2A (NEW)","2019-08-03",7.14
"604 Route 4A (NEW)","2019-08-03",4.94
"609 Route 9A (NEW)","2019-08-26",6.88
"608 Route 8A (NEW)","2019-07-22",0.84
"605 Route 5A (NEW)","2019-07-26",2.78
"602 Route 2A (NEW)","2019-07-27",1.86
"608 Route 8A (NEW)","2019-07-27",0.44
"609 Route 9A (NEW)","2019-07-27",0.24
"608 Route 8A (NEW)","2019-08-24",0.4
"609 Route 9A (NEW)","2019-09-08",0.44
"609 Route 9A (NEW)","2019-09-22",0.38
"608 Route 8A (NEW)","2019-07-15",2.66
"189 Missed Bins","2019-07-17",6.72
"603 Route 3A (NEW)","2019-09-09",6.52
"603 Route 3A (NEW)","2019-09-10",4.84
"609 Route 9A (NEW)","2019-09-14",0.96
"501 Route 1 (NEW)","2019-07-18",15.78
"504 Route 4 (NEW )","2019-07-18",13.94
"509 Route 9 (NEW)","2019-08-04",2.52
"508 Route 8 (NEW)","2019-09-10",7.06
"503 Route 3 (NEW)","2019-10-05",9.6
"504 Route 4 (NEW )","2019-10-20",15.78
"504 Route 4 (NEW )","2019-11-14",16.48
"501 Route 1 (NEW)","2019-11-15",22.0
"501 Route 1 (NEW)","2019-11-19",3.86
"189 Missed Bins","2019-11-25",0.88
"508 Route 8 (NEW)","2019-12-09",6.18
"605 Route 5A (NEW)","2019-09-27",6.68
"603 Route 3A (NEW)","2019-10-25",5.84
"608 Route 8A (NEW)","2019-10-27",1.76
"608 Route 8A (NEW)","2019-10-16",1.34
"605 Route 5A (NEW)","2019-10-20",1.3
"601 Route 1A (NEW)","2019-10-29",3.52
"603 Route 3A (NEW)","2019-11-26",3.18
"604 Route 4A (NEW)","2019-11-28",2.66
"604 Route 4A (NEW)","2019-11-30",1.0
"603 Route 3A (NEW)","2019-12-13",3.9
"601 Route 1A (NEW)","2020-01-05",3.6
"601 Route 1A (NEW)","2020-02-25",4.14
"601 Route 1A (NEW)","2020-02-26",4.36
"608 Route 8A (NEW)","2020-03-01",1.32
"603 Route 3A (NEW)","2018-05-03",2.98
"606 Route 6A  (NEW)","2018-05-06",0.36
"603 Route 3A (NEW)","2018-05-19",1.16
"603 Route 3A (NEW)","2018-05-29",3.86
"607 Route 7A (NEW)","2018-06-01",0.66
"606 Route 6A  (NEW)","2018-04-24",2.68
"603 Route 3A (NEW)","2018-04-28",2.9
"506 Route 6 (NEW)","2018-04-14",2.2
"503 Route 3 (NEW)","2018-04-15",8.26
"504 Route 4 (NEW )","2018-05-25",16.84
"503 Route 3 (NEW)","2018-06-05",14.42
"504 Route 4 (NEW )","2018-06-09",19.56
"505 Route 5 (NEW)","2018-06-27",9.56
"502 Route 2 (NEW)","2018-07-04",46.84
"503 Route 3 (NEW)","2018-07-09",13.82
"503 Route 3 (NEW)","2018-07-13",19.76
"505 Route 5 (NEW)","2018-07-28",7.52
"189 Missed Bins","2018-08-18",0.32
"501 Route 1 (NEW)","2018-08-22",27.02
"602 Route 2A (NEW)","2018-07-07",5.74
"606 Route 6A  (NEW)","2018-06-25",0.54
"606 Route 6A  (NEW)","2018-06-26",0.76
"601 Route 1A (NEW)","2018-07-01",1.44
"605 Route 5A (NEW)","2018-07-22",3.98
"189 Missed Bins","2018-07-20",1.28
"501 Route 1 (NEW)","2018-07-31",19.9
"502 Route 2 (NEW)","2018-08-02",12.38
"504 Route 4 (NEW )","2018-08-19",11.92
"501 Route 1 (NEW)","2018-09-17",18.56
"502 Route 2 (NEW)","2018-10-07",9.58
"501 Route 1 (NEW)","2018-10-31",15.96
"604 Route 4A (NEW)","2018-08-28",9.04
"189 Missed Bins","2018-09-10",0.08
"189 Missed Bins","2018-10-06",0.24
"608 Route 8A (NEW)","2018-10-20",0.36
"504 Route 4 (NEW )","2018-08-30",13.66
"501 Route 1 (NEW)","2018-08-31",13.18
"502 Route 2 (NEW)","2018-10-08",8.32
"508 Route 8 (NEW)","2018-10-23",5.68
"501 Route 1 (NEW)","2018-11-13",22.46
"502 Route 2 (NEW)","2018-12-01",12.32
"501 Route 1 (NEW)","2018-12-28",39.06
"505 Route 5 (NEW)","2018-12-29",29.82
"504 Route 4 (NEW )","2019-01-08",18.88
"505 Route 5 (NEW)","2019-01-16",7.5
"503 Route 3 (NEW)","2019-01-22",22.1
"501 Route 1 (NEW)","2019-01-24",13.38
"503 Route 3 (NEW)","2019-01-24",15.88
"508 Route 8 (NEW)","2019-01-24",23.7
"189 Missed Bins","2019-01-31",0.28
"603 Route 3A (NEW)","2018-11-22",7.58
"604 Route 4A (NEW)","2018-11-12",1.8
"608 Route 8A (NEW)","2018-11-17",0.24
"602 Route 2A (NEW)","2018-11-27",2.16
"604 Route 4A (NEW)","2018-11-27",2.18
"189 Missed Bins","2018-12-13",1.16
"602 Route 2A (NEW)","2018-12-16",1.46
"609 Route 9A (NEW)","2019-01-12",0.4
"636 Bring sites","2018-12-06",4.68
"602 Route 2A (NEW)","2018-12-31",8.9
"601 Route 1A (NEW)","2019-01-05",3.7
"608 Route 8A (NEW)","2019-01-30",1.78
"603 Route 3A (NEW)","2019-02-02",2.48
"504 Route 4 (NEW )","2018-11-23",11.96
"503 Route 3 (NEW)","2018-11-24",9.94
"503 Route 3 (NEW)","2018-11-25",7.96
"501 Route 1 (NEW)","2018-12-06",3.48
"503 Route 3 (NEW)","2018-12-07",2.62
"502 Route 2 (NEW)","2019-01-17",8.34
"505 Route 5 (NEW)","2019-01-19",4.94
"508 Route 8 (NEW)","2019-02-02",0.84
"503 Route 3 (NEW)","2019-02-10",8.4
"189 Missed Bins","2019-04-22",1.44
"601 Route 1A (NEW)","2019-03-16",4.1
"189 Missed Bins","2019-03-17",6.48
"601 Route 1A (NEW)","2019-04-10",13.74
"604 Route 4A (NEW)","2019-04-12",6.64
"603 Route 3A (NEW)","2019-02-09",1.14
"601 Route 1A (NEW)","2019-02-19",3.56
"608 Route 8A (NEW)","2019-04-07",0.16
"603 Route 3A (NEW)","2019-03-29",3.96
"609 Route 9A (NEW)","2019-03-29",1.2
"505 Route 5 (NEW)","2019-02-11",7.2
"503 Route 3 (NEW)","2019-02-15",3.46
"501 Route 1 (NEW)","2019-02-17",3.62
"504 Route 4 (NEW )","2019-02-25",10.6
"504 Route 4 (NEW )","2019-03-01",11.6
"501 Route 1 (NEW)","2019-03-13",4.02
"509 Route 9 (NEW)","2019-04-14",1.74
"501 Route 1 (NEW)","2019-04-22",17.96
"502 Route 2 (NEW)","2019-05-04",12.18
"504 Route 4 (NEW )","2019-05-15",20.14
"508 Route 8 (NEW)","2019-05-15",4.9
"501 Route 1 (NEW)","2019-06-27",13.92
"508 Route 8 (NEW)","2019-06-30",2.76
"602 Route 2A (NEW)","2019-07-04",8.26
"608 Route 8A (NEW)","2019-05-16",1.18
"605 Route 5A (NEW)","2019-05-17",2.74
"602 Route 2A (NEW)","2019-05-19",1.32
"608 Route 8A (NEW)","2019-06-27",0.88
"602 Route 2A (NEW)","2019-06-28",2.3
"603 Route 3A (NEW)","2019-04-24",5.98
"603 Route 3A (NEW)","2019-04-28",3.22
"608 Route 8A (NEW)","2019-05-21",2.64
"601 Route 1A (NEW)","2019-05-25",2.58
"609 Route 9A (NEW)","2019-06-22",1.6
"502 Route 2 (NEW)","2019-04-28",23.5
"509 Route 9 (NEW)","2019-04-29",1.04
"508 Route 8 (NEW)","2019-05-07",8.28
"502 Route 2 (NEW)","2019-05-25",14.26
"504 Route 4 (NEW )","2019-06-17",20.86
"502 Route 2 (NEW)","2019-07-13",18.68
"509 Route 9 (NEW)","2019-07-14",2.34
"508 Route 8 (NEW)","2019-07-24",4.58
"503 Route 3 (NEW)","2019-07-27",8.92
"505 Route 5 (NEW)","2019-08-09",22.46
"504 Route 4 (NEW )","2019-08-20",17.44
"508 Route 8 (NEW)","2019-09-06",3.78
"503 Route 3 (NEW)","2019-09-07",22.2
"504 Route 4 (NEW )","2019-09-19",16.14
"604 Route 4A (NEW)","2019-07-13",1.4
"604 Route 4A (NEW)","2019-07-25",2.76
"604 Route 4A (NEW)","2019-09-04",1.94
"601 Route 1A (NEW)","2019-09-22",1.2
"603 Route 3A (NEW)","2019-08-13",4.92
"503 Route 3 (NEW)","2019-07-16",15.8
"509 Route 9 (NEW)","2019-07-20",3.6
"501 Route 1 (NEW)","2019-07-30",15.02
"504 Route 4 (NEW )","2019-08-03",19.76
"502 Route 2 (NEW)","2019-09-24",26.16
"508 Route 8 (NEW)","2019-10-02",5.92
"509 Route 9 (NEW)","2019-10-06",2.56
"502 Route 2 (NEW)","2019-10-19",10.54
"502 Route 2 (NEW)","2019-11-15",18.66
"509 Route 9 (NEW)","2019-11-29",3.74
"605 Route 5A (NEW)","2019-09-29",6.18
"603 Route 3A (NEW)","2019-10-26",8.58
"602 Route 2A (NEW)","2019-11-21",7.78
"608 Route 8A (NEW)","2019-10-29",1.12
"601 Route 1A (NEW)","2019-10-31",2.64
"602 Route 2A (NEW)","2019-11-03",1.94
"603 Route 3A (NEW)","2019-11-03",1.36
"601 Route 1A (NEW)","2019-11-27",2.56
"604 Route 4A (NEW)","2019-10-11",3.7
"609 Route 9A (NEW)","2019-11-11",1.74
"603 Route 3A (NEW)","2019-12-03",4.08
"609 Route 9A (NEW)","2019-12-06",1.3
"603 Route 3A (NEW)","2019-12-08",2.88
"501 Route 1 (NEW)","2019-09-26",20.26
"502 Route 2 (NEW)","2019-10-10",9.22
"508 Route 8 (NEW)","2019-10-11",3.22
"504 Route 4 (NEW )","2019-11-06",13.64
"508 Route 8 (NEW)","2019-11-20",3.52
"503 Route 3 (NEW)","2019-11-22",5.3
"504 Route 4 (NEW )","2020-01-10",11.36
"501 Route 1 (NEW)","2020-01-24",21.8
"508 Route 8 (NEW)","2020-02-03",5.88
"505 Route 5 (NEW)","2020-02-08",8.58
"503 Route 3 (NEW)","2020-02-09",7.78
"189 Missed Bins","2020-03-19",1.52
"189 Missed Bins","2020-03-24",5.72
"602 Route 2A (NEW)","2019-12-17",9.8
"601 Route 1A (NEW)","2019-12-18",7.54
"603 Route 3A (NEW)","2020-01-18",5.12
"605 Route 5A (NEW)","2020-01-18",5.14
