qid,P1082,qal585,qal459,S854,#
Q209142,318170,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2017 population"""
Q208279,208920,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2001 population"""
Q209135,119920,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2002 population"""
Q207679,147770,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2013 population"""
Q207268,49540,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2006 population"""
Q80967,26950,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2017 population"""
Q211925,89790,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2004 population"""
Q208271,83300,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2003 population"""
Q208271,82000,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2008 population"""
Q202177,113540,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2007 population"""
Q80967,27400,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2013 population"""
Q217838,88690,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2009 population"""
Q208279,234110,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2015 population"""
Q207268,51280,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2012 population"""
Q209142,302340,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2001 population"""
Q209131,112980,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2011 population"""
Q201149,353050,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2004 population"""
Q207257,99140,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2010 population"""
Q211113,113590,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2009 population"""
Q209135,122060,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2015 population"""
Q206934,82360,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2010 population"""
Q47134,22250,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2005 population"""
Q100166,22000,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2017 population"""
Q208271,83730,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2002 population"""
Q2379199,487460,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2013 population"""
Q207679,139380,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2006 population"""
Q207268,51350,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2016 population"""
Q211889,108250,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2001 population"""
Q201149,373550,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2019 population"""
Q202174,87650,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2014 population"""
Q206934,80950,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2001 population"""
Q208279,218060,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2005 population"""
Q211889,105880,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2012 population"""
Q211889,108130,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2017 population"""
Q211113,113360,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2008 population"""
Q211889,104960,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2009 population"""
Q204940,180130,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2016 population"""
Q209135,122130,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2014 population"""
Q207679,134950,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2001 population"""
Q211889,106040,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2005 population"""
Q189912,253650,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2011 population"""
Q211091,173020,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2009 population"""
Q206926,136310,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2003 population"""
Q207111,328740,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2006 population"""
Q211091,171560,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2003 population"""
Q209131,112470,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2016 population"""
Q207268,51540,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2019 population"""
Q126514,149620,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2005 population"""
Q2379199,469930,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2010 population"""
Q209135,119850,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2003 population"""
Q207257,103050,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2015 population"""
Q201149,367250,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2014 population"""
Q80967,27060,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2006 population"""
Q201149,362610,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2010 population"""
Q47134,22350,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2007 population"""
Q202177,108810,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2002 population"""
Q47134,22920,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2019 population"""
Q206926,136480,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2014 population"""
Q100166,20740,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2008 population"""
Q206926,135820,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2001 population"""
Q207679,150680,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2016 population"""
Q208271,80690,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2012 population"""
Q217838,94000,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2017 population"""
Q202174,88930,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2011 population"""
Q207268,49160,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2005 population"""
Q209142,316230,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2015 population"""
Q55934339,576200,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Glasgow City council area's 2008 population"""
Q211091,173890,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2013 population"""
Q206934,90090,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2017 population"""
Q204940,165010,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2005 population"""
Q211113,109450,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2004 population"""
Q47134,21960,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2001 population"""
Q189912,228830,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2002 population"""
Q47134,23060,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2010 population"""
Q211106,90780,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2006 population"""
Q216802,152320,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2007 population"""
Q208279,226970,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2008 population"""
Q211106,87690,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2002 population"""
Q209131,112100,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2006 population"""
Q217838,88430,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2007 population"""
Q217838,90330,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2011 population"""
Q217838,91010,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2012 population"""
Q216802,150130,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2005 population"""
Q211925,89870,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2008 population"""
Q208279,232930,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2013 population"""
Q209142,313180,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2010 population"""
Q209142,306850,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2005 population"""
Q208271,82320,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2006 population"""
Q211091,174560,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2015 population"""
Q211113,113720,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2012 population"""
Q211925,92940,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2015 population"""
Q202177,108370,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2001 population"""
Q211925,89870,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2003 population"""
Q211106,94360,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2013 population"""
Q207111,323700,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2003 population"""
Q100166,21560,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2013 population"""
Q211113,114030,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2015 population"""
Q126514,150840,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2012 population"""
Q202177,114490,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2008 population"""
Q211091,171430,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2005 population"""
Q216802,157690,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2014 population"""
Q126514,149670,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2015 population"""
Q202177,116900,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2015 population"""
Q207257,90180,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2001 population"""
Q126514,151410,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2011 population"""
Q55934339,599640,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Glasgow City council area's 2014 population"""
Q2379199,463230,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2009 population"""
Q207679,148930,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2014 population"""
Q202174,88620,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2010 population"""
Q2357511,144370,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2002 population"""
Q62274582,207820,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2004 population"""
Q211925,94760,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2017 population"""
Q202174,90930,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2003 population"""
Q202177,116280,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2017 population"""
Q202177,116220,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2012 population"""
Q209142,315300,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2014 population"""
Q216802,153290,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2008 population"""
Q80967,26930,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2005 population"""
Q100166,19330,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2002 population"""
Q206934,80050,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2005 population"""
Q211113,115020,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2017 population"""
Q211091,171270,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2006 population"""
Q209142,310370,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2007 population"""
Q2357511,144080,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2003 population"""
Q2357511,148100,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2013 population"""
Q217838,86630,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2002 population"""
Q208271,82110,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2007 population"""
Q209131,112530,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2014 population"""
Q209131,112870,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2013 population"""
Q207268,48140,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2003 population"""
Q211113,115510,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2019 population"""
Q211091,174300,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2012 population"""
Q2357511,149320,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2019 population"""
Q211925,89840,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2007 population"""
Q100166,22270,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2019 population"""
Q206926,136690,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2005 population"""
Q201149,358740,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2007 population"""
Q211889,107540,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2016 population"""
Q211113,110860,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2006 population"""
Q126514,149960,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2014 population"""
Q2357511,145170,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2009 population"""
Q211925,89930,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2002 population"""
Q209142,305660,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Lanarkshire council area's 2004 population"""
Q204940,169470,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2007 population"""
Q206926,137830,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2009 population"""
Q216802,145270,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2001 population"""
Q207679,151950,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2019 population"""
Q211925,89980,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2009 population"""
Q211106,92840,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2008 population"""
Q202174,86810,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2017 population"""
Q2357511,147780,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2012 population"""
Q47134,23240,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2011 population"""
Q211925,93810,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2016 population"""
Q2379199,507170,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2016 population"""
Q201149,370330,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2016 population"""
Q209131,112490,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2009 population"""
Q209131,112600,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2010 population"""
Q207268,51500,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2011 population"""
Q209135,122410,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2010 population"""
Q204940,175300,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2011 population"""
Q2379199,452040,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2006 population"""
Q100166,20940,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2009 population"""
Q211106,87000,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2001 population"""
