Local Authority	Waste type	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled
Fife	Paper and cardboard wastes	21347.38	19299.67	17984.05	18655.54	18001.28	17626.52	17462.6	16663.48	79.73	59.26	16.15	33.16	106.1	100.2	102.87	89.93	21525.04	19596.45	18480.21	19059.64	18950.95	17765.76	17105.63	15714.29	0	0							0	0							0	0							0	0							0	0							0	8	12.5	90.84	259.11	529.6	604.44	859.26
Fife	Plastic wastes	2277.95	1745.82	0	0	0	0	0	0	0	0							2363.25	3463.86	4740.1	4575.92	4345.5	5233.55	5004.48	5526.07	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Rubber wastes	298.76	268.56	296.16	286.56	301.42	300.04	250.08	152.82	0	0							298.76	268.56	296.16	286.56	301.42	300.04	250.08	152.82	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Soils	6636.79	7034.11	5691.83	5216.4	5845.51	5571.16	4425.18	2876.78	0	0							7903.68	8315.89	5691.83	5216.4	5845.51	5576.62	4425.18	2876.78	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Textile wastes	1185.16	1254.35	1099.92	873.76	749.88	746.34	730.91	715.16	953.92	1003.57	846.55	668.03	575.34	573.77	609.94	31.41	240.98	250.27	236.36	189.47	159.99	157.52	101.73	663.24	0	0							0	0							0	0							0	0				0			0	0							0	10.79	21.41	17.25	14.55	14.33	19.24	20.51
Fife	Used oils	61.1	49.52	50.2	46.1	50.4	42.83	51.7	45.7	0	0							61.1	49.52	50.2	46.1	50.4	42.83	51.7	45.7	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Vegetal wastes	28631.38	29067.25	31653.5	34793.7	33458.01	33863.58	32580.68	30890.45	0	0							0	0							33697.73	32599.91	31273.94	33468.72	30039.1	31223.03	31006.18	27970.27	0	0							0	0							0	0			2215.85				0	0							0	298.52	379.56	1324.98	1203.06	2640.55	1574.5	2920.18
Fife	Wood wastes	10520.73	5596.87	13480	5244.76	2696.36	5379.65	4619.55	3472.47	0	0							10838.1	5724.12	13416.7	5275.56	3086.5	5512.14	4625.31	3472.47	0	0							0	0							0	0							0	0							0	0							0	0	63.3	83.36				
Fife	Subtotal	214551.81	195594.99	190784.21	188211.75	191152.7	187746.42	178478.26	167353.17	1859.91	1870.69	1502.94	1291.42	1727.82	1841.94	1206.83	457.86	77660.34	64323.98	67664.13	58242.64	59138.4	60425.7	56520.8	49615.77	36437.41	37108.13	37435.33	41525.49	39098.89	40340.89	39818.11	35397.32	0	0	964.9	194.3	99.04	2634.06	6012.29	4789.27	0	0							0	0		0	2215.85	664.5	1383.98	509.8	0	0		4290.97	6772.8	4884.02	4750.2	5261.2	98593.17	92292.03	83216.91	82666.93	82099.9	76955.31	68786.06	71321.95
Glasgow City	Animal and mixed food waste	2.62	0.39	1051.28	1036.1	0.5	3730.95	6797.85	1986.68	0	0							2.62	0.39	1.78		0.5	1		4.25	0	0	1049.5	1036.1		3729.95	6797.85	1982.43	0	0							0	0							0	0							0	0							0	0						
Glasgow City	Batteries and accumulators wastes	13.72	22.63	16.15	12.96	16.33	14.55	8.15	7.66	0	0							13.72	22.63	16.15	12.96	16.33	14.55	8.15	7.66	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Chemical wastes	16.25	25.16	45.82	52.68	41.2	39.35	30.43	66.96	0	0							16.25	25.16	45.82	52.68	41.2	39.35	30.43	61	0	0							0	0							0	0							0	0							0	0							0	0						5.96
Glasgow City	Combustion wastes	0	0		0		0	0	0	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0		612.6	589.99	1495.8	1441.61	3770.42
Glasgow City	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	1313.34	1457.6	1246.5	1135.11	970.32	1242.45	1764.57	1396.36	0	0							1313.34	1457.6	1246.5	1135.11	970.32	1242.45	1764.57	1396.36	0	0							0	0							0	0							0	0	0	0					0	0							0	0						
Glasgow City	Discarded vehicles	0	13.58	13.34	14.58	7.99	2.73	3.6	2.04	0	0							0	13.58	13.34	14.58	7.99	2.73	3.6	2.04	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Glass wastes	7200.17	7783.98	7576.34	7806.03	7653.94	8014.19	7417.57	9091.89	0	0							7200.17	7783.98	7576.34	7806.03	7653.94	8014.19	7417.57	9091.89	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Household and similar wastes	215374.85	191634.1	177273.82	174350.98	174578.3	164613.05	167362.95	193571.35	0	0							1245.51	676.55		0				4.9	0	0		0					0	0		1522.6	2359.95			3229.82	0	0							0	0		0.01			7939.31	0	0	0		315.12				5378.91	183691.18	165095.81	162542.46	161341.57	159456.22	154640.86	149462.34	162384.32
Glasgow City	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							467.82	472.9	456.77	530.85	645.81	714.66	667.02	1872.93	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Metallic wastes, mixed ferrous and non-ferrous	578.06	554.99	537.75	427.36	433.04	723.4	868.52	895.29	0	0							2848.75	2642.2	2337.18	2091.29	2280.21	1941.5	3069.17	1382.33	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							258.89	370	293.07	202.17	208.89	237.99	260.53	764.24	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Mineral waste from construction and demolition	5544.38	4122.01	2775.76	896.87	98.35	0	0		0	0							7478.28	5541.32	3999.37	2028.34	1354.42	828.3	687.77		0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Mixed and undifferentiated materials	782.53	9104.38	20937.08	17308.32	21696.81	24630.42	22983.47	21739.73	0	0							666.91	2.75	9.69	4.52	4.28	1.73	2.42	2917.66	0	0							0	0				5983.23	5766.43	2854.58	0	0							0	0	0	0			0	0	0	0							0	0	4088.06	2856.68	1871.43	200.35	39.01	75.9
Glasgow City	Paper and cardboard wastes	540.15	2057.03	547.91	5847.12	486.54	372.08	451.23	414.08	0	0							16855.42	19035.12	16515.6	16398.81	16507.88	15666.49	14661.17	11982.92	0	0							0	0							0	0							0	0							0	0							0	0						1265.63
Glasgow City	Plastic wastes	0	0	0	0	0	0	0	0	0	0							1814.45	2995.58	2665.01	2451.19	2605.77	2423.86	2517.89	4979.63	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Rubber wastes	0	0		15.14	0.18			15.78	0	0							24.13	9.33		15.14	0.18			15.78	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Soils	0	0	0	0	0	0	0	0	0	0							1379.48	1530.61	1319.59	1220.21	1354.58	893.27	741.72	2943.76	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Textile wastes	741.36	796.19	945.87	914.53	944.94	1046.47	1187.35	232.9	0	0							741.36	796.19	945.87	914.53	944.94	1046.47	1187.35	232.9	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Used oils	14.9	14.98	11.66	13.78	6.17	9.73	25.4	16.41	0	0							14.9	14.98	11.66	13.78	6.17	9.73	25.4	16.41	0	0							0	0							0	0							0	0							0	0							0	0						
Glasgow City	Vegetal wastes	18368.63	16124.82	14384.11	13934.14	14292.74	11555.14	14504.45	14620.64	0	0							0	0							18202.25	16124.82	14384.11	13934.14	14292.74	11555.14	14504.45	14620.64	0	0							0	0							0	0						5913.95	0	0							0	0						
Glasgow City	Wood wastes	217.58	497.48	576.88	722.29	674.42	878.02	1118.69	1260.18	0	0							6275.91	9511.03	8422.41	7923.39	8728.04	6188.94	5528.48	6158.73	196.56	86.66		53.61					0	0							0	0							0	0							0	0							0	0						
Glasgow City	Subtotal	250708.54	234209.32	227940.27	224487.99	221901.77	216872.53	224524.23	245317.95	0	0							48617.91	52901.9	45876.15	42815.58	43331.45	39267.21	38573.24	43835.39	18398.81	16211.48	15433.61	15023.85	14292.74	15285.09	21302.3	16603.07	0	0		1522.6	2359.95	5983.23	5766.43	6084.4	0	0							0	0	0	0.01			7939.31	5913.95	0	0		315.12				5378.91	183691.18	165095.81	166630.52	164810.85	161917.64	156337.01	150942.96	167502.23
Highland	Animal and mixed food waste	37.24	0	523.6	1851.18	1640.94	1583.82	1573.66	1571.02	0	0							0	0							12.41	0	523.6	1851.18	1640.94	1583.82	1573.66	1571.02	0	0							0	0							0	0							0	0							0	0						
Highland	Batteries and accumulators wastes	40.71	34.85	37.42	37.47	45.57	42.31	45.09	43.38	0	0							40.71	34.85	37.42	37.47	45.57	42.31	45.09	43.38	0	0							0	0							0	0							0	0				0	0	0	0	0							0	0						
Highland	Chemical wastes	30.75	22.81	29.37	9.04	10.91	8.57	3.87	3.34	0	0							30.75	22.81	29.37	9.04	10.91	8.57	3.87	3.34	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Combustion wastes	0	0				0		0	0	0							0	0							0	0							0	0							0	0							67.29	0	10.39	11.93	0.71	25.66			0	0							161.85	248.09	956	173.41	12.26	31.71	102.76	1814.59
Highland	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	2279.67	2411.06	2300.69	2300.94	2452.02	2640.53	2480.8	2412.42	9.05	0						7.62	2290.7	2421.81	2300.69	2300.94	2282.57	2457.4	2309.99	2236.76	0	0							0	0							0	0							0	0							0	0							0	0			169.46	183.13	172.4	168.04
Highland	Discarded vehicles	31.71	18.46	9.47		45.33	30.22	37.84	30.76	0	0						30.76	31.71	18.46	9.47		45.33	30.22	37.84		0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Glass wastes	4754.54	5063.2	5448.27	5581.34	5653.39	6424.65	5871.17	6211.34	0	0							4754.54	5063.2	5448.27	5581.34	5653.39	6424.65	5888.06	6248.14	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Household and similar wastes	77431.1	77504.85	70625.8	70364.13	72470.56	72831.84	72786.24	72179.69	0	0						1368.64	1000.93	1302.94	1450.82	1521	1675.32	1582.21	1354.63	0	0	0		0	0	0	0	0	0	0	2291.83	13.69			239.78	5624.95	0	0	27.82	26.74	31.8	17.77	0	0	0	0	0	0	0	0	0.21	0	690.11	798.04	605.66	547.67	33.06	205.36	0	299.24	68694.55	69187.97	64416.08	67952.65	70442.38	70694.99	71129.97	64046.77
Highland	Metallic wastes, ferrous	0	0	16.16	14		0	0	0	0	0							160.48	167.2	245.9	14		1.78	172.54	578.29	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Metallic wastes, mixed ferrous and non-ferrous	1616.66	1701.57	1620.91	1700.82	1960.23	2271.73	2296.7	2302.19	0	0						59.25	1884.71	2510.96	2643.58	2581.67	3054.5	3467.88	3133.2	2278.63	0	0							0	0							0	0							20.14	13.85				0.16		6.02	0	0							0	0						
Highland	Metallic wastes, non-ferrous	0	0	14.46		0	0	0	0	0	0							75.37	58.82	30.93		0.11	0.82	75.66	303.8	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Mineral waste from construction and demolition	8032.59	7310.82	8599.79	10315.15	9443.47	9035.62	8694.45	7605.89	0	0							8101.02	7472.08	8698.5	10381.05	9481.43	9070.17	8733.19	7639.3	0	0							0	0							0	0							0	0				0	0	0	0	0							0	0						
Highland	Mixed and undifferentiated materials	2601.35	8921.05	14901	15514.45	15347.41	15366.05	14802.37	14589.59	0	0							2601.35	1282.85	16.62	9.87					0	0							0	0						61.21	0	0							0	0	0.02	0.01	2.09	0	0.01	0.01	0	0							0	0	796.73	888.58	824.57	822.98	560.7	
Highland	Paper and cardboard wastes	5443.28	1906.24	1612.31	1607.08	1544.07	1007.03	1720.68	1259.07	0	0						195.72	10662.74	13123	14218.84	14437.92	14161.06	13717.33	13636.89	11967.32	0	0							0	0							0	0							0	0						0	0	0							0	0						
Highland	Plastic wastes	185.19	98.71	18.86	16.24	1.2	0	0	23.8	0	0							558.28	855.2	968.17	947.07	838.06	660.75	917.15	1566.83	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Rubber wastes	142.1	148.1	124.95	140.87	127.35	153.61	146.38	205.09	0	0							142.8	149.11	124.95	140.87	127.35	153.61	146.38	205.09	0	0							0	0							0	0							0	0				0			0	0							0	0						
Highland	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Textile wastes	612.72	1032.98	1351.48	1213.64	1303.26	1281.58	1354.01	1392.56	0	0						711.26	1100.35	1290.4	1351.48	1213.64	1303.26	1281.58	1354.01	681.3	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Used oils	42.52	41.85	40.04	37.24	44.48	32.98	42.39	30.24	0	0							42.52	41.85	40.04	37.24	44.48	32.98	42.39	30.24	0	0							0	0							0	0							0	0							0	0							0	0						
Highland	Vegetal wastes	19769.76	16654.72	15227.79	16992.31	15687.7	14670.44	15017.64	14353.56	0	0							0	0							19794.58	16654.72	15227.79	15838.62	14570.86	13924.48	13765.02	13416.12	0	0							0	0							0	0		1153.69	1116.84	745.96	1252.62	937.44	0	0							0	0						
Highland	Wood wastes	2402.48	3311.86	3176.55	3531.93	3002.38	3578.28	3316.92	3666.49	0	0						79.5	2525.64	3464.93	3207.95	3556.54	3211.98	3790.98	3514.83	3348.78	0	0						0	0	0							0	0							0	0						351.1	0	0							0	0						
Highland	Subtotal	125454.37	126183.13	125678.92	131227.83	130780.27	130959.26	130190.21	127880.43	9.05	0						2452.75	36004.6	39280.47	40823	42769.66	41935.32	42723.24	41365.72	37131.2	19806.99	16654.72	15751.39	17689.8	16211.8	15508.3	15338.68	14987.14	0	0	2291.83	13.69			239.78	5686.16	0	0	27.82	26.74	31.8	17.77	0	0	87.43	13.85	10.41	1165.63	1119.64	771.78	1252.84	1294.57	690.11	798.04	605.66	547.67	33.06	205.36	0	299.24	68856.4	69436.06	66168.81	69014.64	71448.67	71732.81	71965.83	66029.4
Inverclyde	Animal and mixed food waste	0	817.89	1438.91	1473	1568.75	1522.98	1476.76	1367.82	0	0							0	0							0	817.89	1438.91	1473	1568.75	1522.98	1476.76	1367.82	0	0							0	0							0	0							0	0							0	0						
Inverclyde	Batteries and accumulators wastes	6	7.88	2.68	0.74			3.44		0	0							6	7.88	2.68	0.74			3.44		0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Chemical wastes	3.78	3.57	6.84	6.18	10.47	18.63	22.74	23.94	0	0							4.26	3.57	6.84	6.18	10.47	18.63	22.74	23.94	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Combustion wastes	0	0	0	0	0	0		0	0	0							0	0							0	0							0	0						122.54	0	0							0	178.03	31.84						0	0	0	142.16	73.93	69.26			0	0		35.55	35.29	31.86		
Inverclyde	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	569.18	502.17	404.06	370.3	453.4	492.22	436.73	436.38	0	0	41.58						569.18	502.17	362.48	370.3	453.4	492.22	436.73	436.38	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Glass wastes	395.07	367.55	347.01	355.24	945.02	959.56	953.1	832.03	0	0							395.07	367.55	347.01	355.24	945.02	959.56	953.1	842.75	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Household and similar wastes	25902.72	20681.9	13676.03	11767.51	12329.89	13064.8	11114.49	11363.39	0	0							23.2	7.75					0		0	0							0	0							0	0							0	0	0.05	0.02	0.02	772.68	1528.45	1601.59	0	434.33							19946.21	15792.67	11803.15	10950.29	11481.36	11369.44	8999.33	9571.12
Inverclyde	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							289.2	194.61	188.16	162.38	186.06	187.86	228.78	153.21	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Metallic wastes, mixed ferrous and non-ferrous	542.39	493.51	414.71	359.68	391.08	433.01	428.46	427.72	0	0							562.69	616.87	572.06	472.88	517.98	511.89	523.15	554.42	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							100.81	54	71.81	65.86	72.4	85.99	101.6	89.09	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Mineral waste from construction and demolition	857.75	1133.14	1015.31	1519.19	841.65	506.38	774.93	1152.41	0	0	164						949.03	1644.43	1258.06	1637.62	950.61	573.4	774.93	1152.41	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Mixed and undifferentiated materials	67.05	2845.88	5724.56	5777.95	5610.98	5450.13	5967.76	5965.8	0	0							197.38	873.8	659.26	232.4	237.35	267.5	1.32		0	0							0	0							0	0							0	0		0.02	0.02	0.06	0	0.09	0	0			67.22	58.18			0	0	1164.21	1159.07	1242.99	1368.72	1266.03	1042.4
Inverclyde	Paper and cardboard wastes	125.54	57.22	31.94	25.42	13.06	3.38	0	0	0	0							4700.25	4257.71	3902.76	3909.68	3618.67	3387.94	3901.52	4042.92	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Plastic wastes	0	0	0	11.8	103.02	91.76	99.8	104.62	0	0	50.4						548.53	513.84	436.06	514.75	643.47	552.79	586.8	594.33	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Rubber wastes	23.88	22.7	28.95	13.31	6.1	8.63	8.33	14.5	0	0							23.88	22.7	28.95	13.31	6.1	8.63	8.33	14.5	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Soils	1	912.59	1262.96	1531.48	1066.38	1499.17	917.34	1006.91	0	0	335.92						1	912.59	927.04	1531.48	1066.38	1499.17	917.34	1006.91	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Textile wastes	150.95	160.67	191.04	117.61	110.19	117.86	133.85	126.34	0	0							260.94	280.38	283.72	117.61	110.19	117.86	133.85	126.34	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Used oils	1.9	1.3	1.5			2.08	1.68	1.61	0	0	0.5						2	1.3	1			2.08	1.68	1.61	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Vegetal wastes	4133.58	3885.86	3480.03	4032.67	3688.27	3844.25	3843.93	3627.06	0	0							0	0							4133.29	3885.86	3480.03	4032.67	3688.27	3844.25	3843.93	3627.06	0	0							0	0							0	0							0	0							0	0						
Inverclyde	Wood wastes	1156.55	1354.36	1156.39	1094.27	1354.33	1347.67	1381.46	1576.76	0	0							1223.95	1877.55	1624.42	1273.4	1516.75	1659.58	1855	1655.98	0	0							0	0							0	0							0	0							0	0							0	0						
Inverclyde	Subtotal	33937.34	33248.19	29182.92	28456.35	28492.59	29362.51	27564.8	28027.29	0	0	592.4						9857.37	12138.7	10672.31	10663.83	10334.85	10325.1	10450.31	10694.79	4133.29	4703.75	4918.94	5505.67	5257.02	5367.23	5320.69	4994.88	0	0						122.54	0	0							0	178.03	31.89	0.04	0.04	772.74	1528.45	1601.68	0	434.33	0	142.16	141.15	127.44			19946.21	15792.67	12967.36	12144.91	12759.64	12770.02	10265.36	10613.52
Midlothian	Animal and mixed food waste	2.8	3.78				2351.55	2311.16	2222.59	0	0							2.8	3.78				9.14	2.61		0	0				1465.83	2308.55	2174.89	0	0							0	0							0	0				876.58			0	0						33.39	0	0						
Midlothian	Batteries and accumulators wastes	4.65	7.55	10.71	13.1	20.4	20.83	18.35	14.7	0	0							4.65	7.55	10.71	13.1	20.4	20.83	18.35	14.7	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Chemical wastes	7.77	11.21	8.94	9.23	7.73	22.5	5.37	10.29	0	4.59	8.94	9.23	7.73	22.5	5.37	10.29	7.77	6.62							0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Combustion wastes	0	0					0	0	0	0							0	0							0	0							0	0							0	0							0	0			3.25	0.99	0.93	40.15	0	0							0	0			2714.25	1805.28	761.98	1126.68
Midlothian	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	640.59	588.43	501.81	480.87	541.6	611.59	550.45	511.06	0	0							640.59	588.43	501.81	480.87	541.6	611.59	550.45	511.06	0	0							0	0							0	0							0	0							0	0							0	0		0				
Midlothian	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Glass wastes	2489.65	2106.2	1927.56	1948.73	1896.19	1931.08	1957.25	2042.14	0	0							2489.65	2106.2	1927.56	1948.73	1896.19	1931.08	1957.25	2042.14	0	0							0	0							0	0							0	0							0	0							0	0		0				
Midlothian	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Household and similar wastes	23591.43	23474.82	22880.85	21386.4	22127.02	20491.74	21155.89	20634.24	0	0	0.16	1.34	0	1.24	14.14	4.98	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			7539.3	5415.85			0	0		26.14	51.29	4.19	5.54	9.57	0	0			0.03	331.33	35	211.93	0	0					1777.96	4898.51	23162.59	23359.13	22880.69	21357.75	11309.84	11969.64	17540.71	10560.07
Midlothian	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							0	42.7	161.88	171.02	180.48	181.69	162.71	157.59	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Metallic wastes, mixed ferrous and non-ferrous	819.82	660.28	469.57	551.47	677.73	536.41	495.19	465.4	0	0							823.02	671.15	469.57	551.47	965.44	793.6	708.54	1318.44	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							0	25.62	97.14	102.62	108.29	109.02	97.66	94.55	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Mineral waste from construction and demolition	1276.83	1087.83		844.62	699.24	776.73	608.48	612.36	0	610.46							1369.69	477.37		844.62	699.24	776.73	608.48	612.36	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Mixed and undifferentiated materials	3.86	2281.6	5669.06	5990.98	6326.07	6385.02	6233.55	6201.21	0	0							3.86	7	10.8	14.78	12.04	12.11	10.85	10.51	0	0							0	0							0	0							0	0		0.01		0.02			0	0							0	0	199.66	138.41	120.32	242.27	548	626.16
Midlothian	Paper and cardboard wastes	4487.41	2312.12	62.46	47.89	33.89	22.85	52.32	16.44	0	0		0					4625.73	4375.24	4641.53	4956.47	5247	5166.25	4882.54	5055.33	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Plastic wastes	562.63	401.97	102.37	138.16	144.86	116.88	48.86	0	0	0							567.42	654.17	691.39	735.6	1023.71	1517.18	1064.48	1693.45	0	0							0	0							0	0							0	0							0	0							0	0	31.53	58.14	34.38	2.23	0	
Midlothian	Rubber wastes	7.2	57.07	35.67	0	0	0	0	0	0	0							7.2	57.07	35.67						0	0							0	0							0	0		1.17					0	0							0	0							0	0						
Midlothian	Soils	165.37	0				21.38		0	0	0							165.37	0				21.38			0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Textile wastes	293.06	319.18	353.7	266.07	251.09	282.17	243.18	277.52	93.32	64.38	70.75	200.73	171.19	142.34	181.38	241.83	194.16	247.65	276.51	60.36	75.39	135.37	55.8	28.92	0	0							0	0							0	0							0	0							0	0							0	2.92	6.44	4.98	4.51	4.46	6	6.77
Midlothian	Used oils	5.69	4.5	6.83	6.88	5.19	8.17	10.28	5.79	0	0							5.69	4.5	6.83	6.88	5.19	8.17	10.28	5.79	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Vegetal wastes	7944.54	8085.22	6963.85	7959.1	8089.77	7706.62	7641.43	7195.96	0	0							0	0							7944.54	8085.22	6917.13	7930.49	7925.97	7651.16	7641.43	7188.54	0	0							0	0							0	0			120.18				0	0							0	0	46.72	28.61	43.62	55.46	0	7.42
Midlothian	Wood wastes	1545.99	1299.36	1183.8	1082.38	1255.83	1351.24	1393.44	1679.89	0	0							1741.27	1299.36	1183.8	1082.38	1255.83	1351.24	1768.24	3203.59	0	0							0	0							0	0							0	0							0	0							0	0						
Midlothian	Subtotal	43849.29	42701.12	40177.18	40725.88	42076.61	42636.76	42725.2	41889.59	93.32	679.43	79.85	211.3	178.92	166.08	200.89	257.1	12648.87	10574.41	10015.2	10968.9	12030.8	12645.38	11898.24	14748.43	7944.54	8085.22	6917.13	7930.49	7925.97	9116.99	9949.98	9363.43	0	0			7539.3	5415.85			0	0		27.31	51.29	4.19	5.54	9.57	0	0		0.01	123.46	1208.92	35.93	252.08	0	0					1777.96	4931.9	23162.59	23362.05	23165.04	21587.89	14226.92	14079.34	18856.69	12327.1
Moray	Animal and mixed food waste	2363.3	4774.27	2445.31	2631.61	2565.55	2687.78	2648.85	2406.98	0	0							0	0							787.77	2461.25	2445.31	2631.61	2565.55	2687.78	2648.85	2406.98	0	0							0	0							0	0							0	0							0	0						
Moray	Batteries and accumulators wastes	8.04	6	4.81	7.12	8.01	5.26	3.98	1.91	0	0							8.04	6	4.81	7.12	8.01	5.26	3.98	1.91	0	0							0	0							0	0							0	0				0	0		0	0							0	0						
Moray	Chemical wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Combustion wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	1030.71	928.93	882.28	927.11	1033.83	1034.06	1057.12	937.14	0	0							1030.71	928.93	882.28	927.11	1033.83	961.67	983.05	871.5	0	0							0	0							0	0							0	0				0.01	0.07	0.02	0	0							0	0				72.38	74	65.62
Moray	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Glass wastes	1382.06	2378.25	2681.86	2426.39	2449.13	2657.47	2795.26	2701.12	0	0							1382.06	2378.25	2681.86	2426.39	2449.13	2657.47	2795.26	2701.12	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Household and similar wastes	29154.05	24107.98	23171.1	23323.18	21448.49	21332.08	21645.53	20227.1	157.74	67.31	61.52	102.59	110.16	151.76	146.63	158.14	0	0	0		0	0	0	0	0	0			0		0	0	0	0							0	0							0	0							0	0							28996.31	23979.04	23109.58	23220.59	21338.33	21180.32	21498.9	20068.96
Moray	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							0	103.11	150.92	292.4	297.8	296.77	197.87	249.88	0	0							0	0							0	0							0	0							0	0							0	0						
